"","1","2","3","4","5","6","7","8","9","10","11","12","13"
"15",1.5710397922454,1.56545264557253,1.57205610194557,1.57185380247591,1.57185000340188,1.56550700108761,1.56915976206539,1.56997117678815,1.5730004101122,1.57381297886212,1.57512476365667,1.57207175945841,1.57326315591747
"25",1.56962438764544,1.56570449269045,1.56877406204153,1.57154579029709,1.57255120361696,1.56446399042728,1.56891456715444,1.56877391017559,1.57151759823667,1.57231157275156,1.57461291443033,1.5706540914644,1.57310436293089
"35",1.56802676495257,1.56001416214006,1.56741070965078,1.56893451987116,1.5691804587954,1.56011126570807,1.5657177440205,1.56535552431532,1.56922146173652,1.56962675537137,1.57197988656892,1.56665840633091,1.5708203024744
"45",1.57212387331489,1.56578100978194,1.5705965611152,1.57319010875141,1.57343225577535,1.56580834965897,1.56989190691094,1.57069842429006,1.57341147726272,1.57427529493269,1.57789436727833,1.5718011958458,1.57505495344626
"55",1.57124371122591,1.56545569216639,1.57020207370367,1.57353366268555,1.57330362821376,1.56540394936533,1.57127585430421,1.57093375856986,1.573710886534,1.57581783360164,1.57808597830829,1.57183097305919,1.57577076526079
"65",1.57012951692193,1.56364868232168,1.56884245136275,1.56908607408737,1.57166832530239,1.56281278119773,1.56798871001234,1.56860212069497,1.57138752933201,1.57313878258842,1.57570938084084,1.56868146476374,1.57336077035791
"75",1.57178398576462,1.5681903634907,1.57029762366512,1.57245478341511,1.57531098912742,1.56546577824959,1.57087667277141,1.5711049628435,1.57446764010922,1.57481059398369,1.57834177137726,1.57097828855223,1.57731133275229
"16",1.57505613481562,1.56713313283073,1.57327838753933,1.57519012691506,1.57532715988179,1.56922399736233,1.57216277625078,1.57077306802957,1.57520171220082,1.57630323535588,1.57739459576439,1.57554609194894,1.57752882773231
"26",1.5714023649146,1.56616658112483,1.57112576512179,1.57371269799985,1.57239778502616,1.56726891442828,1.57039917063499,1.57006763770627,1.57382395720383,1.57611038385389,1.57569313722875,1.57317757127403,1.57619720475895
"36",1.56688674264521,1.55970733938278,1.56579646698213,1.56798635988841,1.56693956006739,1.55986696770905,1.56397708331437,1.56308812209617,1.56748198159773,1.56910942701471,1.56985928691499,1.56540906709576,1.57103074373025
"46",1.57457410747045,1.56678513147693,1.5718069388481,1.57359907234747,1.5738317572754,1.56790032132232,1.57142366930514,1.57186409347515,1.57511157268711,1.57742817641587,1.57855976350423,1.57301699320499,1.57877929068267
"56",1.57041023426779,1.56555619745957,1.56991675039191,1.57293716134456,1.57417922995798,1.56669240623075,1.57104084594585,1.57030498848346,1.5751341226048,1.57652261254167,1.57770467570236,1.57204176490753,1.57779395626834
"66",1.5684469882721,1.56188335627675,1.56617733795332,1.5674636772686,1.56943828917082,1.56192572958285,1.56610897388624,1.56576917307868,1.5700533957498,1.5715514026971,1.5715257481898,1.56687518404482,1.57298227579951
"76",1.57255654315598,1.56926290316004,1.57170711375807,1.57325931943175,1.57460500575603,1.56679703501896,1.57187703729888,1.57131434819758,1.57506616220009,1.57740424035155,1.57797867232831,1.57239048046143,1.57686719332827
